CustomerID,Recency,Frequency,MonetaryValue,R_Quartile,F_Quartile,M_Quartile,RFMClass,RFM_Score,Customer Segment
16757,2,7,1680,3,1,1,311,5,Potential Loyalists Customers
16758,19,22,5260,1,2,2,122,5,Attention Needed Customers
16759,8,43,10390,2,3,3,233,8,Loyal Customers
16761,2,13,3350,3,1,1,311,5,Potential Loyalists Customers
16762,1,89,20990,4,3,3,433,10,Most Loyal Customer
16763,57,24,5610,1,2,2,122,5,Attention Needed Customers
16764,1,718,172490,4,4,4,444,12,Most Loyal Customer
16765,296,1,190,1,1,1,111,3,Lost Customers
16766,18,34,8300,1,2,2,122,5,Attention Needed Customers
16767,1,222,52710,4,4,4,444,12,Most Loyal Customer
16768,4,58,14000,3,3,3,333,9,Most Loyal Customer
16769,28,40,9690,1,2,2,122,5,Attention Needed Customers
16770,3,146,35230,3,4,4,344,11,Most Loyal Customer
16771,3,255,62100,3,4,4,344,11,Most Loyal Customer
16773,32,26,6340,1,2,2,122,5,Attention Needed Customers
16774,6,49,12070,2,3,3,233,8,Loyal Customers
16775,1,158,37600,4,4,4,444,12,Most Loyal Customer
16776,1,76,17740,4,3,3,433,10,Most Loyal Customer
16777,19,50,12190,1,3,3,133,7,Potential Loyalists Customers
16778,5,16,3570,3,1,1,311,5,Potential Loyalists Customers
16779,1,344,81130,4,4,4,444,12,Most Loyal Customer
16780,2,60,14620,3,3,3,333,9,Most Loyal Customer
16781,1,19,4640,4,2,2,422,8,Loyal Customers
16782,5,197,47590,3,4,4,344,11,Most Loyal Customer
16784,11,3,790,2,1,1,211,4,Lost Customers
16788,1,155,36710,4,4,4,444,12,Most Loyal Customer
16789,48,5,1020,1,1,1,111,3,Lost Customers
16790,3,95,22300,3,3,3,333,9,Most Loyal Customer
16791,2,322,77920,3,4,4,344,11,Most Loyal Customer
16792,13,12,2990,2,1,1,211,4,Lost Customers
16793,16,16,3590,2,1,1,211,4,Lost Customers
16794,1,287,69440,4,4,4,444,12,Most Loyal Customer
16795,26,66,16360,1,3,3,133,7,Potential Loyalists Customers
16796,10,18,4420,2,2,2,222,6,Loyal Customers
16800,1,164,40180,4,4,4,444,12,Most Loyal Customer
16801,1,121,29060,4,4,4,444,12,Most Loyal Customer
16803,27,24,6000,1,2,2,122,5,Attention Needed Customers
16804,7,60,14840,2,3,3,233,8,Loyal Customers
16805,7,98,22930,2,3,3,233,8,Loyal Customers
16806,1,103,25680,4,4,4,444,12,Most Loyal Customer
16807,5,67,16440,3,3,3,333,9,Most Loyal Customer
16808,1,23,5610,4,2,2,422,8,Loyal Customers
16809,1,150,36290,4,4,4,444,12,Most Loyal Customer
16810,31,16,3780,1,1,1,111,3,Lost Customers
16811,11,28,6870,2,2,2,222,6,Loyal Customers
16812,13,15,3420,2,1,1,211,4,Lost Customers
16813,1,449,107150,4,4,4,444,12,Most Loyal Customer
16814,2,325,77860,3,4,4,344,11,Most Loyal Customer
16816,28,28,7210,1,2,2,122,5,Attention Needed Customers
16817,2,95,22930,3,3,3,333,9,Most Loyal Customer
16818,1,191,45350,4,4,4,444,12,Most Loyal Customer
16820,1,26,6350,4,2,2,422,8,Loyal Customers
16823,11,38,9380,2,2,2,222,6,Loyal Customers
16824,3,26,6490,3,2,2,322,7,Loyal Customers
16825,7,28,7010,2,2,2,222,6,Loyal Customers
16826,8,22,5590,2,2,2,222,6,Loyal Customers
16828,6,8,1750,2,1,1,211,4,Lost Customers
16829,12,11,2870,2,1,1,211,4,Lost Customers
16830,13,23,5390,2,2,2,222,6,Loyal Customers
16832,8,12,2760,2,1,1,211,4,Lost Customers
16833,4,47,11190,3,3,3,333,9,Most Loyal Customer
16834,4,24,5410,3,2,2,322,7,Loyal Customers
16835,119,10,2590,1,1,1,111,3,Lost Customers
16836,13,11,2590,2,1,1,211,4,Lost Customers
16837,1,166,40050,4,4,4,444,12,Most Loyal Customer
16838,26,26,6640,1,2,2,122,5,Attention Needed Customers
16839,1,298,71630,4,4,4,444,12,Most Loyal Customer
16841,2,117,28080,3,4,4,344,11,Most Loyal Customer
16842,2,64,15760,3,3,3,333,9,Most Loyal Customer
16843,1,379,90880,4,4,4,444,12,Most Loyal Customer
16846,33,11,2470,1,1,1,111,3,Lost Customers
16847,28,12,3200,1,1,1,111,3,Lost Customers
16848,3,14,3340,3,1,1,311,5,Potential Loyalists Customers
16849,35,8,2110,1,1,1,111,3,Lost Customers
16850,8,19,4470,2,2,2,222,6,Loyal Customers
16851,1,20,4770,4,2,2,422,8,Loyal Customers
16852,5,9,2420,3,1,1,311,5,Potential Loyalists Customers
16855,1,19,4210,4,2,2,422,8,Loyal Customers
16856,127,2,510,1,1,1,111,3,Lost Customers
16858,41,13,3110,1,1,1,111,3,Lost Customers
16859,5,72,17320,3,3,3,333,9,Most Loyal Customer
16861,87,8,1780,1,1,1,111,3,Lost Customers
16863,4,28,6460,3,2,2,322,7,Loyal Customers
16866,1,11,2460,4,1,1,411,6,Potential Loyalists Customers
16869,4,129,29730,3,4,4,344,11,Most Loyal Customer
16871,1,139,34120,4,4,4,444,12,Most Loyal Customer
16872,44,7,1670,1,1,1,111,3,Lost Customers
16873,1,289,69550,4,4,4,444,12,Most Loyal Customer
16875,6,123,29070,2,4,4,244,10,Most Loyal Customer
16877,4,159,38130,3,4,4,344,11,Most Loyal Customer
16878,82,6,1480,1,1,1,111,3,Lost Customers
16880,1,178,42160,4,4,4,444,12,Most Loyal Customer
16881,66,1,150,1,1,1,111,3,Lost Customers
16882,3,39,9030,3,2,2,322,7,Loyal Customers
16883,19,38,9650,1,2,2,122,5,Attention Needed Customers
16884,35,26,5970,1,2,2,122,5,Attention Needed Customers
16885,2,101,24080,3,3,3,333,9,Most Loyal Customer
16887,31,37,8960,1,2,2,122,5,Attention Needed Customers
16889,1,135,31750,4,4,4,444,12,Most Loyal Customer
16891,3,203,48700,3,4,4,344,11,Most Loyal Customer
16892,7,101,24520,2,3,4,234,9,Most Loyal Customer
16893,17,45,10880,2,3,3,233,8,Loyal Customers
16895,6,69,15700,2,3,3,233,8,Loyal Customers
16897,11,44,10570,2,3,3,233,8,Loyal Customers
16898,1,163,38660,4,4,4,444,12,Most Loyal Customer
16899,1,125,30260,4,4,4,444,12,Most Loyal Customer
16900,1,82,19410,4,3,3,433,10,Most Loyal Customer
16902,1,44,9930,4,3,2,432,9,Most Loyal Customer
16903,6,60,14210,2,3,3,233,8,Loyal Customers
16904,1,710,171950,4,4,4,444,12,Most Loyal Customer
16905,1,209,50510,4,4,4,444,12,Most Loyal Customer
16906,3,93,21820,3,3,3,333,9,Most Loyal Customer
16907,1,151,35710,4,4,4,444,12,Most Loyal Customer
16909,16,19,4390,2,2,2,222,6,Loyal Customers
16910,1,547,130660,4,4,4,444,12,Most Loyal Customer
16912,1,105,25460,4,4,4,444,12,Most Loyal Customer
16913,99,8,2060,1,1,1,111,3,Lost Customers
16914,6,38,9310,2,2,2,222,6,Loyal Customers
16915,1,57,13370,4,3,3,433,10,Most Loyal Customer
16916,1,143,35290,4,4,4,444,12,Most Loyal Customer
16917,13,9,2200,2,1,1,211,4,Lost Customers
16918,1,130,31420,4,4,4,444,12,Most Loyal Customer
16919,1,327,78780,4,4,4,444,12,Most Loyal Customer
16921,1,60,14910,4,3,3,433,10,Most Loyal Customer
16923,1,696,167730,4,4,4,444,12,Most Loyal Customer
16924,1,89,21720,4,3,3,433,10,Most Loyal Customer
16926,27,14,3150,1,1,1,111,3,Lost Customers
16927,146,6,1500,1,1,1,111,3,Lost Customers
16928,1,213,50840,4,4,4,444,12,Most Loyal Customer
16929,20,77,18360,1,3,3,133,7,Potential Loyalists Customers
16930,1,54,12460,4,3,3,433,10,Most Loyal Customer
16931,1,898,215680,4,4,4,444,12,Most Loyal Customer
16932,10,53,13070,2,3,3,233,8,Loyal Customers
16933,6,49,11650,2,3,3,233,8,Loyal Customers
16934,4,62,14810,3,3,3,333,9,Most Loyal Customer
16936,4,57,13980,3,3,3,333,9,Most Loyal Customer
16938,2,242,58040,3,4,4,344,11,Most Loyal Customer
16940,1,305,73260,4,4,4,444,12,Most Loyal Customer
16942,1,283,66600,4,4,4,444,12,Most Loyal Customer
16943,6,33,8100,2,2,2,222,6,Loyal Customers
16945,1,249,60480,4,4,4,444,12,Most Loyal Customer
16947,20,21,5220,1,2,2,122,5,Attention Needed Customers
16948,8,19,4520,2,2,2,222,6,Loyal Customers
16949,1,61,14320,4,3,3,433,10,Most Loyal Customer
16950,13,42,10070,2,2,3,223,7,Loyal Customers
16951,8,87,20570,2,3,3,233,8,Loyal Customers
16952,9,16,4010,2,1,1,211,4,Lost Customers
16953,237,1,180,1,1,1,111,3,Lost Customers
16954,1,54,13020,4,3,3,433,10,Most Loyal Customer
16955,10,26,6220,2,2,2,222,6,Loyal Customers
16956,3,18,4440,3,2,2,322,7,Loyal Customers
16957,7,16,3880,2,1,1,211,4,Lost Customers
16959,91,7,1780,1,1,1,111,3,Lost Customers
16960,2,101,24360,3,3,3,333,9,Most Loyal Customer
16961,86,14,3390,1,1,1,111,3,Lost Customers
16963,64,7,1800,1,1,1,111,3,Lost Customers
16965,12,26,6400,2,2,2,222,6,Loyal Customers
16966,22,31,7080,1,2,2,122,5,Attention Needed Customers
16967,24,21,5430,1,2,2,122,5,Attention Needed Customers
16968,30,31,7730,1,2,2,122,5,Attention Needed Customers
16969,15,42,9840,2,2,2,222,6,Loyal Customers
16971,3,42,10260,3,2,3,323,8,Loyal Customers
16976,3,2,450,3,1,1,311,5,Potential Loyalists Customers
16978,5,39,9050,3,2,2,322,7,Loyal Customers
16979,4,91,21090,3,3,3,333,9,Most Loyal Customer
16980,4,87,20370,3,3,3,333,9,Most Loyal Customer
16982,7,22,5560,2,2,2,222,6,Loyal Customers
16983,2,149,35940,3,4,4,344,11,Most Loyal Customer
16984,1,418,99230,4,4,4,444,12,Most Loyal Customer
16985,2,121,28560,3,4,4,344,11,Most Loyal Customer
16986,240,3,910,1,1,1,111,3,Lost Customers
16987,1,129,31060,4,4,4,444,12,Most Loyal Customer
16988,12,7,1610,2,1,1,211,4,Lost Customers
16989,1,12,2900,4,1,1,411,6,Potential Loyalists Customers
16990,152,1,290,1,1,1,111,3,Lost Customers
16992,1,95,22950,4,3,3,433,10,Most Loyal Customer
16995,215,1,290,1,1,1,111,3,Lost Customers
16996,9,41,10000,2,2,2,222,6,Loyal Customers
16997,10,12,2730,2,1,1,211,4,Lost Customers
16998,63,6,1330,1,1,1,111,3,Lost Customers
16999,22,23,5480,1,2,2,122,5,Attention Needed Customers
17001,1,169,40890,4,4,4,444,12,Most Loyal Customer
17002,18,50,12440,1,3,3,133,7,Potential Loyalists Customers
17004,5,44,10040,3,3,3,333,9,Most Loyal Customer
17006,10,44,11160,2,3,3,233,8,Loyal Customers
17007,2,53,12190,3,3,3,333,9,Most Loyal Customer
17010,23,12,2950,1,1,1,111,3,Lost Customers
17011,75,15,3410,1,1,1,111,3,Lost Customers
17014,1,75,16890,4,3,3,433,10,Most Loyal Customer
17015,4,217,52720,3,4,4,344,11,Most Loyal Customer
17017,1,268,63660,4,4,4,444,12,Most Loyal Customer
17018,11,16,3650,2,1,1,211,4,Lost Customers
17019,1,234,56310,4,4,4,444,12,Most Loyal Customer
17022,15,7,1540,2,1,1,211,4,Lost Customers
17024,38,3,570,1,1,1,111,3,Lost Customers
17025,24,9,2220,1,1,1,111,3,Lost Customers
17026,3,4,940,3,1,1,311,5,Potential Loyalists Customers
17027,1,155,36890,4,4,4,444,12,Most Loyal Customer
17029,270,2,550,1,1,1,111,3,Lost Customers
17030,22,11,2640,1,1,1,111,3,Lost Customers
17031,10,22,5330,2,2,2,222,6,Loyal Customers
17033,12,28,7070,2,2,2,222,6,Loyal Customers
17034,5,32,7410,3,2,2,322,7,Loyal Customers
17035,15,32,7900,2,2,2,222,6,Loyal Customers
17037,1,77,18720,4,3,3,433,10,Most Loyal Customer
17038,15,22,5490,2,2,2,222,6,Loyal Customers
17040,40,15,3630,1,1,1,111,3,Lost Customers
17041,1,71,17250,4,3,3,433,10,Most Loyal Customer
17042,2,98,23710,3,3,3,333,9,Most Loyal Customer
17043,2,102,23960,3,3,3,333,9,Most Loyal Customer
17044,44,10,2480,1,1,1,111,3,Lost Customers
17045,23,22,4980,1,2,2,122,5,Attention Needed Customers
17046,14,22,5060,2,2,2,222,6,Loyal Customers
17047,1,65,14780,4,3,3,433,10,Most Loyal Customer
17048,7,48,11590,2,3,3,233,8,Loyal Customers
17049,1,322,75260,4,4,4,444,12,Most Loyal Customer
17050,1,316,76510,4,4,4,444,12,Most Loyal Customer
17051,1,43,9930,4,3,2,432,9,Most Loyal Customer
17052,2,92,22530,3,3,3,333,9,Most Loyal Customer
17053,11,14,3430,2,1,1,211,4,Lost Customers
17054,10,84,20840,2,3,3,233,8,Loyal Customers
17058,4,62,15290,3,3,3,333,9,Most Loyal Customer
17059,1,516,124430,4,4,4,444,12,Most Loyal Customer
17060,75,5,890,1,1,1,111,3,Lost Customers
17061,2,101,24140,3,3,3,333,9,Most Loyal Customer
17062,5,71,16890,3,3,3,333,9,Most Loyal Customer
17063,1,82,19380,4,3,3,433,10,Most Loyal Customer
17064,7,62,15190,2,3,3,233,8,Loyal Customers
17065,135,1,200,1,1,1,111,3,Lost Customers
17068,1,297,71200,4,4,4,444,12,Most Loyal Customer
17069,3,154,36950,3,4,4,344,11,Most Loyal Customer
17070,9,64,16410,2,3,3,233,8,Loyal Customers
17071,9,148,36800,2,4,4,244,10,Most Loyal Customer
17073,2,174,41130,3,4,4,344,11,Most Loyal Customer
17075,4,80,19440,3,3,3,333,9,Most Loyal Customer
17076,18,25,6410,1,2,2,122,5,Attention Needed Customers
17078,4,28,6970,3,2,2,322,7,Loyal Customers
17079,176,2,450,1,1,1,111,3,Lost Customers
17080,24,9,2070,1,1,1,111,3,Lost Customers
17081,1,64,15120,4,3,3,433,10,Most Loyal Customer
17082,1,81,19620,4,3,3,433,10,Most Loyal Customer
17083,2,52,12730,3,3,3,333,9,Most Loyal Customer
17084,1,162,38400,4,4,4,444,12,Most Loyal Customer
17085,1,189,44120,4,4,4,444,12,Most Loyal Customer
17086,1,96,23320,4,3,3,433,10,Most Loyal Customer
17088,2,115,27560,3,4,4,344,11,Most Loyal Customer
17090,2,64,15610,3,3,3,333,9,Most Loyal Customer
17091,1,198,47980,4,4,4,444,12,Most Loyal Customer
17092,1,125,30370,4,4,4,444,12,Most Loyal Customer
17094,4,15,3440,3,1,1,311,5,Potential Loyalists Customers
17095,1,77,18920,4,3,3,433,10,Most Loyal Customer
17096,12,52,12030,2,3,3,233,8,Loyal Customers
17097,1,213,49690,4,4,4,444,12,Most Loyal Customer
17100,6,65,15670,2,3,3,233,8,Loyal Customers
17101,13,42,9950,2,2,2,222,6,Loyal Customers
17102,65,1,250,1,1,1,111,3,Lost Customers
17105,1,90,21480,4,3,3,433,10,Most Loyal Customer
17107,1,421,100510,4,4,4,444,12,Most Loyal Customer
17109,4,121,29720,3,4,4,344,11,Most Loyal Customer
17110,112,12,3040,1,1,1,111,3,Lost Customers
17111,1,30,7650,4,2,2,422,8,Loyal Customers
17114,1,135,32990,4,4,4,444,12,Most Loyal Customer
17115,3,43,11000,3,3,3,333,9,Most Loyal Customer
17117,75,9,2090,1,1,1,111,3,Lost Customers
17118,10,10,2470,2,1,1,211,4,Lost Customers
17119,10,38,9480,2,2,2,222,6,Loyal Customers
17120,18,18,4030,1,2,1,121,4,Attention Needed Customers
17122,64,7,1840,1,1,1,111,3,Lost Customers
17123,48,9,2300,1,1,1,111,3,Lost Customers
17124,9,32,8060,2,2,2,222,6,Loyal Customers
17125,6,40,9650,2,2,2,222,6,Loyal Customers
17126,1,262,62860,4,4,4,444,12,Most Loyal Customer
17128,47,14,3580,1,1,1,111,3,Lost Customers
17131,3,134,32270,3,4,4,344,11,Most Loyal Customer
17133,17,27,6300,2,2,2,222,6,Loyal Customers
17134,32,24,5690,1,2,2,122,5,Attention Needed Customers
17135,1,52,12650,4,3,3,433,10,Most Loyal Customer
17138,21,24,6230,1,2,2,122,5,Attention Needed Customers
17139,1,487,117190,4,4,4,444,12,Most Loyal Customer
17140,1,20,4570,4,2,2,422,8,Loyal Customers
17142,48,15,3840,1,1,1,111,3,Lost Customers
17144,8,48,12510,2,3,3,233,8,Loyal Customers
17146,2,35,7950,3,2,2,322,7,Loyal Customers
17147,9,85,20680,2,3,3,233,8,Loyal Customers
17148,2,9,2180,3,1,1,311,5,Potential Loyalists Customers
17152,13,16,3760,2,1,1,211,4,Lost Customers
17153,17,14,3420,2,1,1,211,4,Lost Customers
17154,11,23,5600,2,2,2,222,6,Loyal Customers
17155,7,20,4440,2,2,2,222,6,Loyal Customers
17157,21,15,3630,1,1,1,111,3,Lost Customers
17158,7,67,16490,2,3,3,233,8,Loyal Customers
17159,8,102,24530,2,3,4,234,9,Most Loyal Customer
17160,1,229,54880,4,4,4,444,12,Most Loyal Customer
17162,3,105,25410,3,4,4,344,11,Most Loyal Customer
17163,31,5,1000,1,1,1,111,3,Lost Customers
17164,6,145,35310,2,4,4,244,10,Most Loyal Customer
17165,14,10,2200,2,1,1,211,4,Lost Customers
17166,14,14,3480,2,1,1,211,4,Lost Customers
17169,1,60,15330,4,3,3,433,10,Most Loyal Customer
17171,13,16,3820,2,1,1,211,4,Lost Customers
17172,10,16,3890,2,1,1,211,4,Lost Customers
17173,1,87,21020,4,3,3,433,10,Most Loyal Customer
17174,106,4,890,1,1,1,111,3,Lost Customers
17175,7,64,15880,2,3,3,233,8,Loyal Customers
17176,8,15,3500,2,1,1,211,4,Lost Customers
17179,1,80,19290,4,3,3,433,10,Most Loyal Customer
17180,7,131,32140,2,4,4,244,10,Most Loyal Customer
17181,2,23,5360,3,2,2,322,7,Loyal Customers
17183,2,76,18780,3,3,3,333,9,Most Loyal Customer
17186,351,2,540,1,1,1,111,3,Lost Customers
17187,13,10,2310,2,1,1,211,4,Lost Customers
17188,4,89,21590,3,3,3,333,9,Most Loyal Customer
17189,17,61,14700,2,3,3,233,8,Loyal Customers
17190,33,20,4790,1,2,2,122,5,Attention Needed Customers
17191,1,237,56880,4,4,4,444,12,Most Loyal Customer
17193,14,35,8460,2,2,2,222,6,Loyal Customers
17194,16,29,7110,2,2,2,222,6,Loyal Customers
17197,7,29,6580,2,2,2,222,6,Loyal Customers
17198,3,96,22830,3,3,3,333,9,Most Loyal Customer
17201,12,40,10140,2,2,3,223,7,Loyal Customers
17203,11,152,36870,2,4,4,244,10,Most Loyal Customer
17204,1,67,15660,4,3,3,433,10,Most Loyal Customer
17205,11,13,3110,2,1,1,211,4,Lost Customers
17206,96,7,1570,1,1,1,111,3,Lost Customers
17211,1,213,51520,4,4,4,444,12,Most Loyal Customer
17212,108,4,1060,1,1,1,111,3,Lost Customers
17213,5,164,39190,3,4,4,344,11,Most Loyal Customer
17214,4,104,25220,3,4,4,344,11,Most Loyal Customer
17217,3,9,2050,3,1,1,311,5,Potential Loyalists Customers
17218,1,274,65890,4,4,4,444,12,Most Loyal Customer
17219,4,25,5810,3,2,2,322,7,Loyal Customers
17220,1,472,114540,4,4,4,444,12,Most Loyal Customer
17221,12,63,15190,2,3,3,233,8,Loyal Customers
17222,4,28,6950,3,2,2,322,7,Loyal Customers
17223,4,49,11820,3,3,3,333,9,Most Loyal Customer
17226,1,21,5110,4,2,2,422,8,Loyal Customers
17227,1,47,11710,4,3,3,433,10,Most Loyal Customer
17228,1,208,49270,4,4,4,444,12,Most Loyal Customer
17229,1,47,11410,4,3,3,433,10,Most Loyal Customer
17230,1,73,17050,4,3,3,433,10,Most Loyal Customer
17231,1,546,130500,4,4,4,444,12,Most Loyal Customer
17232,4,36,8400,3,2,2,322,7,Loyal Customers
17233,34,25,6110,1,2,2,122,5,Attention Needed Customers
17234,6,14,3400,2,1,1,211,4,Lost Customers
17235,2,29,6550,3,2,2,322,7,Loyal Customers
17236,4,105,26030,3,4,4,344,11,Most Loyal Customer
17237,29,19,4620,1,2,2,122,5,Attention Needed Customers
17238,2,566,138310,3,4,4,344,11,Most Loyal Customer
17239,17,16,4070,2,1,1,211,4,Lost Customers
17242,4,40,9460,3,2,2,322,7,Loyal Customers
17243,1,407,97900,4,4,4,444,12,Most Loyal Customer
17244,7,31,7550,2,2,2,222,6,Loyal Customers
17245,20,9,2090,1,1,1,111,3,Lost Customers
17247,15,55,13130,2,3,3,233,8,Loyal Customers
17248,1,69,16800,4,3,3,433,10,Most Loyal Customer
17250,1,57,13850,4,3,3,433,10,Most Loyal Customer
17251,2,39,9300,3,2,2,322,7,Loyal Customers
17252,1,87,19920,4,3,3,433,10,Most Loyal Customer
17253,32,18,4550,1,2,2,122,5,Attention Needed Customers
17254,3,112,26610,3,4,4,344,11,Most Loyal Customer
17255,5,78,18370,3,3,3,333,9,Most Loyal Customer
17256,3,16,3730,3,1,1,311,5,Potential Loyalists Customers
17259,2,124,29430,3,4,4,344,11,Most Loyal Customer
17262,11,12,2810,2,1,1,211,4,Lost Customers
17263,18,23,6060,1,2,2,122,5,Attention Needed Customers
17265,9,127,29710,2,4,4,244,10,Most Loyal Customer
17266,1,80,19840,4,3,3,433,10,Most Loyal Customer
17267,3,38,9310,3,2,2,322,7,Loyal Customers
17268,1,6,1470,4,1,1,411,6,Potential Loyalists Customers
17272,1,116,28350,4,4,4,444,12,Most Loyal Customer
17274,1,27,6100,4,2,2,422,8,Loyal Customers
17277,1,69,16780,4,3,3,433,10,Most Loyal Customer
17278,33,15,3720,1,1,1,111,3,Lost Customers
17279,6,9,2050,2,1,1,211,4,Lost Customers
17282,9,94,22510,2,3,3,233,8,Loyal Customers
17284,1,294,72590,4,4,4,444,12,Most Loyal Customer
17286,13,45,11010,2,3,3,233,8,Loyal Customers
17287,1,124,29590,4,4,4,444,12,Most Loyal Customer
17288,4,142,34440,3,4,4,344,11,Most Loyal Customer
17289,1,112,26540,4,4,4,444,12,Most Loyal Customer
17290,1,102,24670,4,3,4,434,11,Most Loyal Customer
17291,292,1,260,1,1,1,111,3,Lost Customers
17293,6,135,32680,2,4,4,244,10,Most Loyal Customer
17295,1,69,16230,4,3,3,433,10,Most Loyal Customer
17297,5,51,11400,3,3,3,333,9,Most Loyal Customer
17298,3,30,6710,3,2,2,322,7,Loyal Customers
17299,29,57,13840,1,3,3,133,7,Potential Loyalists Customers
17301,1,66,15620,4,3,3,433,10,Most Loyal Customer
17302,13,81,19620,2,3,3,233,8,Loyal Customers
17303,12,53,12520,2,3,3,233,8,Loyal Customers
17306,17,69,17020,2,3,3,233,8,Loyal Customers
17307,73,1,200,1,1,1,111,3,Lost Customers
17309,1,12,3210,4,1,1,411,6,Potential Loyalists Customers
17311,8,55,13150,2,3,3,233,8,Loyal Customers
17312,1,14,3370,4,1,1,411,6,Potential Loyalists Customers
17313,7,28,6400,2,2,2,222,6,Loyal Customers
17314,1,136,32580,4,4,4,444,12,Most Loyal Customer
17315,1,487,117530,4,4,4,444,12,Most Loyal Customer
17317,44,11,2580,1,1,1,111,3,Lost Customers
17320,4,73,17290,3,3,3,333,9,Most Loyal Customer
17321,5,107,25130,3,4,4,344,11,Most Loyal Customer
17323,1,204,49710,4,4,4,444,12,Most Loyal Customer
17324,1,50,12980,4,3,3,433,10,Most Loyal Customer
17325,53,6,1670,1,1,1,111,3,Lost Customers
17329,7,33,8280,2,2,2,222,6,Loyal Customers
17330,25,6,1400,1,1,1,111,3,Lost Customers
17331,291,1,280,1,1,1,111,3,Lost Customers
17333,11,28,6930,2,2,2,222,6,Loyal Customers
17334,17,12,2890,2,1,1,211,4,Lost Customers
17337,1,548,132550,4,4,4,444,12,Most Loyal Customer
17338,1,757,180730,4,4,4,444,12,Most Loyal Customer
17339,6,9,2040,2,1,1,211,4,Lost Customers
17340,1,424,101290,4,4,4,444,12,Most Loyal Customer
17341,1,183,43860,4,4,4,444,12,Most Loyal Customer
17343,5,17,3920,3,1,1,311,5,Potential Loyalists Customers
17344,14,32,8090,2,2,2,222,6,Loyal Customers
17345,5,87,21270,3,3,3,333,9,Most Loyal Customer
17346,1,503,120730,4,4,4,444,12,Most Loyal Customer
17347,359,1,210,1,1,1,111,3,Lost Customers
17348,1,215,51510,4,4,4,444,12,Most Loyal Customer
17349,20,9,2290,1,1,1,111,3,Lost Customers
17350,1,72,17380,4,3,3,433,10,Most Loyal Customer
17351,5,27,6150,3,2,2,322,7,Loyal Customers
17353,9,8,1960,2,1,1,211,4,Lost Customers
17354,11,16,3500,2,1,1,211,4,Lost Customers
17356,3,19,4740,3,2,2,322,7,Loyal Customers
17357,18,45,11300,1,3,3,133,7,Potential Loyalists Customers
17358,8,59,14360,2,3,3,233,8,Loyal Customers
17359,18,15,3860,1,1,1,111,3,Lost Customers
17360,1,132,32260,4,4,4,444,12,Most Loyal Customer
17361,21,29,7260,1,2,2,122,5,Attention Needed Customers
17362,1,35,8240,4,2,2,422,8,Loyal Customers
17364,1,414,100380,4,4,4,444,12,Most Loyal Customer
17365,1,468,113460,4,4,4,444,12,Most Loyal Customer
17367,5,34,8590,3,2,2,322,7,Loyal Customers
17368,4,128,30360,3,4,4,344,11,Most Loyal Customer
17370,1,33,7950,4,2,2,422,8,Loyal Customers
17371,1,87,20800,4,3,3,433,10,Most Loyal Customer
17372,2,253,59690,3,4,4,344,11,Most Loyal Customer
17373,2,57,13310,3,3,3,333,9,Most Loyal Customer
17374,35,28,6900,1,2,2,122,5,Attention Needed Customers
17375,7,71,17160,2,3,3,233,8,Loyal Customers
17376,18,24,5850,1,2,2,122,5,Attention Needed Customers
17377,1,419,100510,4,4,4,444,12,Most Loyal Customer
17379,1,83,19820,4,3,3,433,10,Most Loyal Customer
17381,3,110,26760,3,4,4,344,11,Most Loyal Customer
17382,165,2,500,1,1,1,111,3,Lost Customers
17383,4,51,11690,3,3,3,333,9,Most Loyal Customer
17384,3,15,3550,3,1,1,311,5,Potential Loyalists Customers
17385,12,47,11710,2,3,3,233,8,Loyal Customers
17386,6,28,6640,2,2,2,222,6,Loyal Customers
17387,16,78,19430,2,3,3,233,8,Loyal Customers
17388,10,15,3700,2,1,1,211,4,Lost Customers
17389,1,224,53680,4,4,4,444,12,Most Loyal Customer
17391,37,3,860,1,1,1,111,3,Lost Customers
17392,1,62,15300,4,3,3,433,10,Most Loyal Customer
17394,214,4,1010,1,1,1,111,3,Lost Customers
17396,13,27,6280,2,2,2,222,6,Loyal Customers
17397,10,92,22530,2,3,3,233,8,Loyal Customers
17398,2,38,9020,3,2,2,322,7,Loyal Customers
17400,1,213,51420,4,4,4,444,12,Most Loyal Customer
17402,1,59,14460,4,3,3,433,10,Most Loyal Customer
17403,5,33,8160,3,2,2,322,7,Loyal Customers
17404,1,201,48760,4,4,4,444,12,Most Loyal Customer
17405,1,94,23500,4,3,3,433,10,Most Loyal Customer
17406,1,116,27990,4,4,4,444,12,Most Loyal Customer
17408,87,2,560,1,1,1,111,3,Lost Customers
17409,23,13,3350,1,1,1,111,3,Lost Customers
17410,5,64,15580,3,3,3,333,9,Most Loyal Customer
17411,6,43,10130,2,3,3,233,8,Loyal Customers
17412,2,66,15930,3,3,3,333,9,Most Loyal Customer
17414,27,6,1490,1,1,1,111,3,Lost Customers
17415,55,14,3030,1,1,1,111,3,Lost Customers
17416,1,271,64660,4,4,4,444,12,Most Loyal Customer
17418,13,30,7060,2,2,2,222,6,Loyal Customers
17419,1,208,48470,4,4,4,444,12,Most Loyal Customer
17420,4,30,7330,3,2,2,322,7,Loyal Customers
17422,1,135,32420,4,4,4,444,12,Most Loyal Customer
17423,7,28,6220,2,2,2,222,6,Loyal Customers
17425,1,43,10550,4,3,3,433,10,Most Loyal Customer
17426,1,272,65870,4,4,4,444,12,Most Loyal Customer
